Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
2116(d),"Knowingly assist, abet, solicit, or conspire w/any person who engages in an unlawful act under this section ",U&I,Crime,Felony,,16,24,36,No,Yes,,
2117.5,Willful failure to ﬁle returns w/intent to defraud ,U&I,Crime,Felony,,16,24,36,No,Yes,,
2118.5,Willful failure to collect or pay unemployment,U&I,Crime,Felony,,16,24,36,Yes,Yes,,
2119,Willful furnishing of false or fraudulent withholding statement or failure to furnish such statement,U&I,Crime,Felony,,16,24,36,No,Yes,,
2120,Willfully supplying false information or failure to supply information to employer which would require an increase in withholding,U&I,Crime,Felony,,16,24,36,No,Yes,,
2121,Preparation or presentation of false or fraudulent document ,U&I,Crime,Felony,,16,24,36,No,Yes,,
1808.4,Disclosure of home address of peace ofﬁcer or family member contained in conﬁdential DMV record resulting in bodily injury to these persons,VC,Crime,Felony,,16,24,36,Yes,Yes,,
2470,Transporting kitchen grease w/o valid registration certiﬁcate w/prior conviction or w/intent to defraud or mislead,VC,Crime,Felony,,16,24,36,Yes,Yes,,
2472,Interstate transporting of kitchen grease w/o registration or license w/prior conviction or w/intent to defraud or mislead,VC,Crime,Felony,,16,24,36,Yes,Yes,,
2474,"Stealing, contaminating, or damaging kitchen grease, or containers thereof w/prior conviction or w/intent to defraud or mislead",VC,Crime,Felony,,16,24,36,Yes,Yes,,
2476,Taking possession of stolen kitchen grease or grease from unregistered transporter w/prior conviction or w/intent to defraud or mislead ,VC,Crime,Felony,,16,24,36,Yes,Yes,,
2800.2,Flight from police in willful or wanton disregard for safety of person or property,VC,Crime,Felony,,16,24,36,No,Yes,,
2800.3(a),Flight from police causing serious bodily injury,VC,Crime,Felony,,36,60,84,No,Yes,,
2800.3(b),Flight from police causing death,VC,Crime,Felony,,48,72,120,No,Yes,,
2800.4,Driving in wrong direction while ﬂeeing from police,VC,Crime,Felony,,16,24,36,No,Yes,,
4463,False evidence of registration,VC,Crime,Felony,,16,24,36,Yes,Yes,,
10501,False report of stolen car w/prior conviction,VC,Crime,Felony,,16,24,36,Yes,Yes,,
10752,Fraudulent use of vehicle identiﬁcation number,VC,Crime,Felony,,16,24,36,Yes,Yes,,
10801,Ownership or operation of chop shop,VC,Crime,Felony,,24,36,48,Yes,Yes,,
10802,"Altering, defacing, or removing of VIN",VC,Crime,Felony,,16,24,36,Yes,Yes,,
10803(a) ,"Purchase w/intent to resell, sell, or transfer vehicle or vehicle parts knowing VIN altered, deface, or obliterated",VC,Crime,Felony,,24,48,72,Yes,Yes,,
10803(b),"Possessing for sale of vehicle or vehicle parts knowing VIN altered, deface, or obliterated",VC,Crime,Felony,,16,24,36,Yes,Yes,,
10851(a),Vehicle theft ,VC,Crime,Felony,,16,24,36,Yes,Yes,,
10851(b),"Theft of ambulance, police, or ﬁre dep't vehicle, or disabled person's vehicle",VC,Crime,Felony,,24,36,48,Yes,Yes,,
10851(e),Vehicle theft w/prior felony conviction,VC,Crime,Felony,,24,36,48,Yes,Yes,,
20001(b)(1),Hit-and-run driving,VC,Crime,Felony,,16,24,36,No,Yes,,
20001(b)(2),Hit-and-run driving causing death or serious injury,VC,Crime,Felony,,24,36,48,No,Yes,,
21464,Interfere w/trafﬁc devices causing bodily injury/death,VC,Crime,Felony,,16,24,36,Yes,Yes,,
21651(c),Willful driving on the wrong side of a divided highway resulting in injury or death,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23104,Reckless driving causing GBI w/prior conviction,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23105,Reckless driving causing one or more speciﬁed injuries to person other than driver,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23109,Motor vehicle speed contest causing serious bodily injury w/prior conviction within 5 years,VC,Crime,Felony,,16,24,36,No,Yes,,
23109.1,Engaging in speed contest causing one or more speciﬁed injuries to person other than driver,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23110(b),Throwing substance at vehicle capable of causing serious bodily injury,VC,Crime,Felony,,16,24,36,No,No,,
23152,DUI of alcohol/drugs w/3 priors within 10 years,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23152,DUI of alcohol/drugs w/prior felony conviction of DUI or vehicular manslaughter within 10 years,VC,Crime,Felony,,16,24,36,No,Yes,,
23153,DUI of alcohol/drugs causing bodily injury,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23153,DUI of alcohol/drugs causing bodily injury w/1 prior within 10 years,VC,Crime,Felony,,16,24,36,Yes,Yes,,
23153,DUI of alcohol/drugs causing bodily injury w/2 pc within 10 years,VC,Crime,Felony,,24,36,48,Yes,No,,
23153,DUI of alcohol/drugs causing GBI w/2 prior conviction within 10 years,VC,Crime,Felony,,24,36,48,Yes,No,,
23153,DUI of alcohol/drugs w/prior conviction of vehicular manslaughter,VC,Crime,Felony,,16,24,36,Yes,Yes,,
38318(b),Throwing things at off-highway vehicle capable of causing serious bodily injury,VC,Crime,Felony,,16,24,36,No,Yes,,
38318.5(b) ,Removing marker from trail causing GBI,VC,Crime,Felony,,16,24,36,No,Yes,,
20001(c),"
Fleeing the scene after committing vehicular manslaughter under PC 191.5 or 192(c)(1)",VC,Enhancement,Felony,,NA,60,NA,NA,NA,,
23558,Driving under the influence and causing bodily injury or death to multiple victims,VC,Enhancement,Felony,,12,24,36,NA,NA,,
23566(c),"Violation of VC 23153 w/GBI within 10 years of four or more violations of VC 23103, 23152, or 23153",VC,Enhancement,Felony,,NA,36,NA,NA,NA,,
871(b),Escape/attempted escape from juvenile facility w/force or violence,W&I,Crime,Felony,,16,24,36,No,Yes,,
871.5(a),Bring narcotics/alcohol/ﬁrearms/tear gas into county juvenile facility,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
871.5(b),Use of tear gas or tear gas weapon in juvenile facility,W&I,Crime,Felony,,16,24,36,No,No,,
1001.5(a),Bring narcotics/alcohol/ﬁrearms/tear gas into DJJ grounds,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
1001.5(b),Use of tear gas or tear gas weapon on DJJ grounds,W&I,Crime,Felony,,16,24,36,No,No,,
1152(b) ,Aiding or attempting to aid escape of DJJ ward or parolee w/force or violence ,W&I,Crime,Felony,,16,24,36,No,Yes,,
1768.7(a),Escape/attempted escape from DJJ w/o force or violence,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
1768.7(b),Escape/attempted escape from DJJ w/force or violence,W&I,Crime,Felony,,24,48,72,No,No,,
1768.8(b) ,Assault by DJJ resident on nonresident w/deadly weapon or by means likely to produce GBI,W&I,Crime,Felony,,24,48,72,No,No,,
1768.85,Battery of peace ofﬁcer or DJJ employee by DJJ inmate by gassing,W&I,Crime,Felony,,24,36,48,Yes,Yes,,
3002,Escape/attempted escape from addiction treatment facility,W&I,Crime,Felony,,16,24,36,Yes,No,,
6330,"Escape/attempted escape by mentally disordered sex offender from state hospital, etc.",W&I,Crime,Felony,,16,24,36,No,No,,
7326,Aid in escape of person committed to state hospital,W&I,Crime,Felony,,16,24,36,Yes,No,,
8100(a),Possession of ﬁrearm or deadly weapon by mental patient,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8100(b) ,Possession of ﬁrearm or deadly weapon by person who communicates threat to psychotherapist,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8101(a),Knowing gift or sale of deadly weapon to mental patient,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8101(b),Knowing gift or sale of ﬁrearm to mental patient,W&I,Crime,Felony,,24,36,48,Yes,No,,
8103(a) ,Possession of ﬁrearm or deadly weapon by mentally disordered sex offender or person who is danger to others due to mental illness,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(b),Possession of ﬁrearm or deadly weapon by person found not guilty by reason of insanity of crimes designated violent felonies,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(c),Possession of ﬁrearm or deadly weapon by person found not guilty by reason of insanity of crimes not included under W&I  §8103(b),W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(d),Possession of ﬁrearm or deadly weapon by person found mentally incompetent to stand trial,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(e),Possession of ﬁrearm or deadly weapon by person placed under conservatorship due to grave disability or chronic alcoholism,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(f),Possession of ﬁrearm by mentally disordered person,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
8103(g) ,"Possession of ﬁrearm by person certiﬁed for treatment under W&I 5250, §5260, or 5270.15",W&I,Crime,Felony,,16,24,36,Yes,Yes,,
10980(b),Making two or more fraudulent applications for welfare aid,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
10980(c),Welfare fraud and aid obtained over $950,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
10980(d) ,"Use, acquire, transfer, or possess blank authorizations to participate in federal Supplemental Nutrition Assistance Program (SNAP)",W&I,Crime,Felony,,16,24,36,Yes,Yes,,
10980(e) ,"Counterfeit, altering, or using counterfeited or altered authorizations to participate in SNAP or receive CalFresh beneﬁts (forgery offense)",W&I,Crime,Felony,,16,24,36,Yes,Yes,,
10980(f) ,"Fraudulent appropriations of CalFresh beneﬁts, electronically transferred beneﬁts, or authorizations to participate in SNAP by public employee (embezzlement offense)",W&I,Crime,Felony,,16,24,36,No,No,,
10980(g) ,"Unauthorized use, transfer, sale, purchase, or possessions of CalFresh beneﬁts, electronically transferred beneﬁts, or authorizations to participate in SNAP and value over $950",W&I,Crime,Felony,,16,24,36,Yes,Yes,,
11054,False afﬁrmation of welfare application,W&I,Crime,Felony,,24,36,48,Yes,No,,
11483.5,Using multiple applications to obtain more than one aid payment ,W&I,Crime,Felony,,16,24,36,Yes,No,,
14014,dulent use of health care/false application over $950,W&I,Crime,Felony,,16,24,36,No,Yes,,
14025(a) ,"Purchase or sale of MediCal cards, MediCal labels, or MediCalbeneﬁciary identiﬁcation numbers",W&I,Crime,Felony,,16,24,36,No,Yes,,
14025(b) ,"Barter for purpose of resale or commercial exchange MediCal cards,MediCal labels, or MediCal beneﬁciary identiﬁcation numbers ",W&I,Crime,Felony,,16,24,36,No,Yes,,
14107(a) ,"Fraudulent activities, schemes, or artiﬁces described in W&I 14107(b)",W&I,Crime,Felony,,24,36,60,No,Yes,,
14107.2(a),Solicit/receive bribe for MediCal referrals or service,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
14107.2(a),Solicit/receive bribe for MediCal referrals or service w/prior conviction,W&I,Crime,Felony,,16,24,36,Yes,No,,
14107.2(b),Offer/pay bribe for MediCal referrals or services ,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
14107.2(b),Offer/pay bribe for MediCal referrals or services w/prior conviction,W&I,Crime,Felony,,16,24,36,Yes,No,,
14107.3(a),MediCal provider requiring bribe as condition to grant aid ,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
14107.3(b),MediCal provider requiring bribe as condition to grant aid w/prior conviction ,W&I,Crime,Felony,,16,24,36,Yes,No,,
14107.4(a),Failure to disclose conﬂict of interest to MediCal,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
14107.4(b),False report to MediCal,W&I,Crime,Felony,,16,24,36,Yes,Yes,,
15656(a),Willful causing of pain to or suffering of dependent adult ,W&I,Crime,Felony,,24,36,48,No,Yes,,
15656(c) ,Theft or embezzlement over $950 by caretaker of elder or dependent adult,W&I,Crime,Felony,,24,36,48,No,Yes,,
10980(h)(1)(A),"Fraudulent appropriation or unauthorized use, transfer, sale, or purchase of CalFresh benefits committed by means of electronic transfer of benefits exceeding fifty thousand dollars ($50,000)",W&I,Enhancement,Felony,,NA,12,NA,NA,NA,,
10980(h)(1)(B),"Fraudulent appropriation or unauthorized use, transfer, sale, or purchase of CalFresh benefits committed by means of electronic transfer of benefits exceeding one hundred fifty thousand dollars ($150,000)",W&I,Enhancement,Felony,,NA,24,NA,NA,NA,,
10980(h)(1)(C),"Fraudulent appropriation or unauthorized use, transfer, sale, or purchase of CalFresh benefits committed by means of electronic transfer of benefits exceeding one million dollars ($1,000,000)",W&I,Enhancement,Felony,,NA,36,NA,NA,NA,,
10980(h)(1)(D),"Fraudulent appropriation or unauthorized use, transfer, sale, or purchase of CalFresh benefits committed by means of electronic transfer of benefits exceeding two million five hundred thousand dollars ($2,500,000)",W&I,Enhancement,Felony,,NA,48,NA,NA,NA,,
14107(d),Execution of scheme or artifice to defraud health care program undercircumstances likely to cause or causing GBI or serious bodily injury totwo or more persons (4 years per injury),W&I,Enhancement,Felony,,NA,48,NA,NA,NA,,
13375/13387(b),"Negligent discharge of radiological, chemical, or biological warfare agents into state water supply w/prior conviction",WC,Crime,Felony,,16,20,24,Yes,Yes,,
13375/13387(c),"Knowing discharge of radiological, chemical, or biological warfare agents into state water supply",WC,Crime,Felony,,16,24,36,Yes,Yes,,
13375/13387(c),"Knowing discharge of radiological, chemical, or biological warfare agents into state water supply w/prior conviction",WC,Crime,Felony,,24,48,72,Yes,Yes,,
13375/13387(d) ,"Knowing discharge of radiological, chemical, or biological warfare agents into state water supply w/knowledge that another person placed in imminent danger of death or serious bodily injury",WC,Crime,Felony,,60,120,180,Yes,Yes,,
13375/13387(d) ,"Knowing discharge of radiological, chemical, or biological warfare agents into state water supply w/knowledge that another person placed in imminent danger of death or serious bodily injury w/prior conviction",WC,Crime,Felony,,120,240,360,Yes,Yes,,
13376/13387(b),Negligent discharge of pollutants or dredged or ﬁll material into U.S.waters w/prior conviction,WC,Crime,Felony,,16,20,24,Yes,Yes,,
13376/13387(c),Knowing discharge of pollutants or dredged or ﬁll material into U.S.waters,WC,Crime,Felony,,16,24,36,Yes,Yes,,
13376/13387(c),Knowing discharge of pollutants or dredged or ﬁll material into U.S.waters w/prior conviction,WC,Crime,Felony,,24,48,72,Yes,Yes,,
13376/13387(d) ,Knowing discharge of pollutants or dredged or ﬁll material into U.S.waters w/knowledge that another person placed in imminent danger of death or serious bodily injury,WC,Crime,Felony,,60,120,180,Yes,Yes,,
13376/13387(d) ,Knowing discharge of pollutants or dredged or ﬁll material into U.S.waters w/knowledge that another person placed in imminent danger of death or serious bodily injury w/prior conviction,WC,Crime,Felony,,120,240,360,Yes,Yes,,
13387(a)(2) ,Negligent violation of waste discharge requirements or dredge or ﬁll material permit or water quality certiﬁcation w/prior conviction,WC,Crime,Felony,,16,20,24,Yes,Yes,,
13387(a)(2) ,Knowing violation of waste discharge requirements or dredge or ﬁll material permit or water quality certiﬁcation,WC,Crime,Felony,,16,24,36,Yes,Yes,,
13387(a)(2) ,Knowing violation of waste discharge requirements or dredge or ﬁll material permit or water quality certiﬁcation w/prior conviction,WC,Crime,Felony,,24,48,72,Yes,Yes,,
13387(a)(3) ,Negligent violation of any order or prohibition issued under WC 13243 or 13301 if activity subject to regulation under Federal Water PollutionControl Act w/prior conviction,WC,Crime,Felony,,16,20,24,Yes,Yes,,
13387(a)(3) ,Knowing violation of any order or prohibition issued under WC 13243 or 13301 if activity subject to regulation under Federal Water PollutionControl Act ,WC,Crime,Felony,,16,24,36,Yes,Yes,,
13387(a)(3) ,Knowing violation of any order or prohibition issued under WC 13243 or 13301 if activity subject to regulation under Federal Water Pollution Control Act w/prior conviction,WC,Crime,Felony,,24,48,72,Yes,Yes,,
13387(a)(4),Negligent violation of designated sections of Clean Water Act w/prior conviction,WC,Crime,Felony,,16,20,24,Yes,Yes,,
13387(a)(4),Knowing violation of designated sections of Clean Water Act,WC,Crime,Felony,,16,24,36,Yes,Yes,,
13387(a)(4),Knowing violation of designated sections of Clean Water Act w/prior conviction,WC,Crime,Felony,,24,48,72,Yes,Yes,,
13387(a)(5) ,Negligently introducing pollutant or hazardous substance into sewer system that the person knew or reasonably should have known could cause personal injury or property damage w/prior conviction,WC,Crime,Felony,,16,20,24,Yes,Yes,,
13387(a)(5) ,Knowingly introducing pollutant or hazardous substance into sewer system that the person knew or reasonably should have known could cause personal injury or property damage ,WC,Crime,Felony,,16,24,36,Yes,Yes,,
13387(a)(5),Knowingly introducing pollutant or hazardous substance into sewer system that the person knew or reasonably should have known could cause personal injury or property damage w/prior conviction,WC,Crime,Felony,,24,48,72,Yes,Yes,,
13387(a)(6),"Negligently introducing pollutant or hazardous substance into sewer system which causes treatment works to violate waste discharge
requirements w/prior conviction",WC,Crime,Felony,,16,20,24,Yes,Yes,,
13387(a)(6),"Knowingly introducing pollutant or hazardous substance into sewer system which causes treatment works to violate waste discharge
requirements",WC,Crime,Felony,,16,24,36,Yes,Yes,,
13387(a)(6),"Knowingly introducing pollutant or hazardous substance into sewer system which causes treatment works to violate waste discharge
requirements w/prior conviction",WC,Crime,Felony,,24,48,72,Yes,Yes,,
